type,code,name,ISIN,start,market,group,CFI
上櫃認購(售)權證,703636,宣德國泰8C購01,TW19Z7036369,2019/04/30,上櫃,,RWSCCA
上櫃認購(售)權證,703643,原相中信93購01,TW19Z7036435,2019/05/02,上櫃,,RWSCCE
上櫃認購(售)權證,703673,環球晶國泰91購03,TW19Z7036732,2019/05/03,上櫃,,RWSCCA
上櫃認購(售)權證,703674,環球晶國泰91購04,TW19Z7036740,2019/05/03,上櫃,,RWSCCA
上櫃認購(售)權證,703699,緯軟國泰91購01,TW19Z7036997,2019/05/06,上櫃,,RWSCCA
上櫃認購(售)權證,703729,精測國泰91購01,TW19Z7037292,2019/05/08,上櫃,,RWSCCA
上櫃認購(售)權證,703739,大宇資元大92購01,TW19Z7037391,2019/05/08,上櫃,,RWSCCA
上櫃認購(售)權證,703743,緯軟元大92購01,TW19Z7037433,2019/05/08,上櫃,,RWSCCA
上櫃認購(售)權證,703755,三貝德國泰91購01,TW19Z7037557,2019/05/09,上櫃,,RWSCCA
上櫃認購(售)權證,703756,同致群益91購01,TW19Z7037565,2019/05/09,上櫃,,RWSCCA
上櫃認購(售)權證,703776,原相元大91購01,TW19Z7037763,2019/05/10,上櫃,,RWSCCA
上櫃認購(售)權證,703800,宣德元大91購01,TW19Z7038001,2019/05/13,上櫃,,RWSCCA
上櫃認購(售)權證,703808,聯亞國泰91購01,TW19Z7038084,2019/05/13,上櫃,,RWSCCA
上櫃認購(售)權證,703837,中美晶國泰91購01,TW19Z7038373,2019/05/16,上櫃,,RWSCCA
上櫃認購(售)權證,703842,環球晶富邦91購01,TW19Z7038423,2019/05/16,上櫃,,RWSCCA
上櫃認購(售)權證,703863,良維群益91購01,TW19Z7038639,2019/05/16,上櫃,,RWSCCA
上櫃認購(售)權證,703864,泰博群益91購01,TW19Z7038647,2019/05/16,上櫃,,RWSCCA
上櫃認購(售)權證,703868,環球晶統一91購01,TW19Z7038688,2019/05/17,上櫃,,RWSCCA
上櫃認購(售)權證,703902,穩懋統一91購01,TW19Z7039025,2019/05/21,上櫃,,RWSCCA
上櫃認購(售)權證,703909,聯亞群益91購02,TW19Z7039090,2019/05/21,上櫃,,RWSCCA
上櫃認購(售)權證,703920,鐿鈦國泰91購01,TW19Z7039207,2019/05/21,上櫃,,RWSCCA
上櫃認購(售)權證,703933,杰力元大91購01,TW19Z7039330,2019/05/22,上櫃,,RWSCCA
上櫃認購(售)權證,703934,信昌電元大91購02,TW19Z7039348,2019/05/22,上櫃,,RWSCCA
上櫃認購(售)權證,703942,台燿統一92購01,TW19Z7039421,2019/05/23,上櫃,,RWSCCA
上櫃認購(售)權證,703963,穩懋國泰91購01,TW19Z7039637,2019/05/23,上櫃,,RWSCCA
上櫃認購(售)權證,703968,M31元大91購01,TW19Z7039686,2019/05/24,上櫃,,RWSCCA
上櫃認購(售)權證,703972,穩懋統一91購02,TW19Z7039728,2019/05/24,上櫃,,RWSCCA
上櫃認購(售)權證,703986,良維兆豐8C購01,TW19Z7039868,2019/05/27,上櫃,,RWSCCA
上櫃認購(售)權證,703989,先豐國票8C購01,TW19Z7039892,2019/05/27,上櫃,,RWSCCA
上櫃認購(售)權證,703993,元太富邦8C購01,TW19Z7039934,2019/05/27,上櫃,,RWSCCA
上櫃認購(售)權證,703995,保瑞元大91購01,TW19Z7039959,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,703996,優群元大8C購01,TW19Z7039967,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,703997,聯亞元大8C購02,TW19Z7039975,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,704000,原相凱基8C購01,TW19Z7040007,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,704003,由田國票91購01,TW19Z7040031,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,704005,合晶國泰8C購02,TW19Z7040056,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,704006,信昌電國泰8C購01,TW19Z7040064,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,704007,原相國泰8C購02,TW19Z7040072,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,704008,優群國泰8C購01,TW19Z7040080,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,704009,聯亞國泰8C購01,TW19Z7040098,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,704010,聯亞富邦8C購01,TW19Z7040106,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,704013,昂寶群益8C購01,TW19Z7040130,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,704015,精測群益8C購04,TW19Z7040155,2019/05/28,上櫃,,RWSCCA
上櫃認購(售)權證,704019,精測凱基8C購01,TW19Z7040197,2019/05/29,上櫃,,RWSCCA
上櫃認購(售)權證,704024,頎邦群益8C購03,TW19Z7040247,2019/05/29,上櫃,,RWSCCA
上櫃認購(售)權證,704025,晶焱國票8C購01,TW19Z7040254,2019/05/29,上櫃,,RWSCCA
上櫃認購(售)權證,704026,中美晶國泰91購03,TW19Z7040262,2019/05/29,上櫃,,RWSCCA
上櫃認購(售)權證,704027,聯亞國泰91購02,TW19Z7040270,2019/05/29,上櫃,,RWSCCA
上櫃認購(售)權證,704028,頎邦富邦91購01,TW19Z7040288,2019/05/29,上櫃,,RWSCCA
上櫃認購(售)權證,704029,大中元大8C購02,TW19Z7040296,2019/05/29,上櫃,,RWSCCA
上櫃認購(售)權證,704030,中美晶元大8C購02,TW19Z7040304,2019/05/29,上櫃,,RWSCCA
上櫃認購(售)權證,704036,群聯元大8C購01,TW19Z7040361,2019/05/30,上櫃,,RWSCCA
上櫃認購(售)權證,704040,力旺國泰8C購01,TW19Z7040403,2019/05/30,上櫃,,RWSCCA
上櫃認購(售)權證,704041,昂寶國泰91購01,TW19Z7040411,2019/05/30,上櫃,,RWSCCA
上櫃認購(售)權證,704042,環球晶國泰8C購01,TW19Z7040429,2019/05/30,上櫃,,RWSCCA
上櫃認購(售)權證,704044,鈊象富邦8C購01,TW19Z7040445,2019/05/30,上櫃,,RWSCCA
上櫃認購(售)權證,704053,中美晶元大8C購03,TW19Z7040536,2019/05/31,上櫃,,RWSCCA
上櫃認購(售)權證,704067,合晶麥證91購01,TW19Z7040676,2019/06/03,上櫃,,RWSCCE
上櫃認購(售)權證,704074,大江兆豐91購01,TW19Z7040742,2019/06/05,上櫃,,RWSCCA
上櫃認購(售)權證,704079,中美晶凱基91購01,TW19Z7040791,2019/06/04,上櫃,,RWSCCA
上櫃認購(售)權證,704080,伍豐凱基91購01,TW19Z7040809,2019/06/04,上櫃,,RWSCCA
上櫃認購(售)權證,704090,精測元大91購01,TW19Z7040908,2019/06/05,上櫃,,RWSCCA
上櫃認購(售)權證,704094,精測富邦91購01,TW19Z7040940,2019/06/05,上櫃,,RWSCCA
上櫃認購(售)權證,704101,昇達科元大91購01,TW19Z7041013,2019/06/06,上櫃,,RWSCCA
上櫃認購(售)權證,704108,聯亞兆豐91購01,TW19Z7041088,2019/06/06,上櫃,,RWSCCA
上櫃認購(售)權證,704115,信昌電永豐91購01,TW19Z7041153,2019/06/06,上櫃,,RWSCCA
上櫃認購(售)權證,704118,合晶國票91購01,TW19Z7041187,2019/06/06,上櫃,,RWSCCA
上櫃認購(售)權證,704122,中光電元大94購01,TW19Z7041229,2019/06/10,上櫃,,RWSCCA
上櫃認購(售)權證,704124,廣明元大91購01,TW19Z7041245,2019/06/10,上櫃,,RWSCCA
上櫃認購(售)權證,704130,廣明國泰91購01,TW19Z7041302,2019/06/10,上櫃,,RWSCCA
上櫃認購(售)權證,704131,中美晶兆豐91購01,TW19Z7041310,2019/06/10,上櫃,,RWSCCA
上櫃認購(售)權證,704133,廣明凱基91購01,TW19Z7041336,2019/06/11,上櫃,,RWSCCA
上櫃認購(售)權證,704134,聯亞凱基91購01,TW19Z7041344,2019/06/11,上櫃,,RWSCCA
上櫃認購(售)權證,704136,雙鴻凱基91購01,TW19Z7041369,2019/06/12,上櫃,,RWSCCA
上櫃認購(售)權證,704137,雙鴻凱基91購02,TW19Z7041377,2019/06/13,上櫃,,RWSCCA
上櫃認購(售)權證,704138,大江元大91購01,TW19Z7041385,2019/06/11,上櫃,,RWSCCA
上櫃認購(售)權證,704140,環球晶元大92購01,TW19Z7041401,2019/06/11,上櫃,,RWSCCA
上櫃認購(售)權證,704143,雙鴻元大91購01,TW19Z7041435,2019/06/11,上櫃,,RWSCCA
上櫃認購(售)權證,704144,穩懋元大93購01,TW19Z7041443,2019/06/11,上櫃,,RWSCCA
上櫃認購(售)權證,704152,由田國泰91購01,TW19Z7041526,2019/06/11,上櫃,,RWSCCA
上櫃認購(售)權證,704153,雙鴻國泰91購01,TW19Z7041534,2019/06/11,上櫃,,RWSCCA
上櫃認購(售)權證,704154,雙鴻國泰91購02,TW19Z7041542,2019/06/12,上櫃,,RWSCCA
上櫃認購(售)權證,704155,廣明富邦91購01,TW19Z7041559,2019/06/11,上櫃,,RWSCCA
上櫃認購(售)權證,704157,雙鴻兆豐91購01,TW19Z7041575,2019/06/11,上櫃,,RWSCCA
上櫃認購(售)權證,704162,聯亞元大91購01,TW19Z7041625,2019/06/12,上櫃,,RWSCCA
上櫃認購(售)權證,704167,原相元富91購01,TW19Z7041674,2019/06/12,上櫃,,RWSCCA
上櫃認購(售)權證,704172,雙鴻兆豐91購02,TW19Z7041724,2019/06/12,上櫃,,RWSCCA
上櫃認購(售)權證,704173,頎邦兆豐91購01,TW19Z7041732,2019/06/12,上櫃,,RWSCCA
上櫃認購(售)權證,704175,三貝德元大91購01,TW19Z7041757,2019/06/13,上櫃,,RWSCCA
上櫃認購(售)權證,704179,頎邦元大91購01,TW19Z7041799,2019/06/13,上櫃,,RWSCCA
上櫃認購(售)權證,704181,廣明國泰91購02,TW19Z7041815,2019/06/13,上櫃,,RWSCCA
上櫃認購(售)權證,704195,緯軟富邦91購01,TW19Z7041955,2019/06/14,上櫃,,RWSCCA
上櫃認購(售)權證,704196,環球晶富邦92購02,TW19Z7041963,2019/06/14,上櫃,,RWSCCA
上櫃認購(售)權證,704197,神盾中信92購01,TW19Z7041971,2019/06/17,上櫃,,RWSCCE
上櫃認購(售)權證,704200,神盾統一92購01,TW19Z7042003,2019/06/17,上櫃,,RWSCCA
上櫃認購(售)權證,704202,神盾兆豐91購01,TW19Z7042029,2019/06/17,上櫃,,RWSCCA
上櫃認購(售)權證,704203,緯軟兆豐91購01,TW19Z7042037,2019/06/17,上櫃,,RWSCCA
上櫃認購(售)權證,704207,雙鴻元大92購01,TW19Z7042078,2019/06/17,上櫃,,RWSCCA
上櫃認購(售)權證,704214,神盾國泰92購01,TW19Z7042144,2019/06/17,上櫃,,RWSCCA
上櫃認購(售)權證,704215,雙鴻富邦91購01,TW19Z7042151,2019/06/17,上櫃,,RWSCCA
上櫃認購(售)權證,704221,雙鴻中信92購01,TW19Z7042219,2019/06/18,上櫃,,RWSCCE
上櫃認購(售)權證,704223,波若威凱基91購01,TW19Z7042235,2019/06/18,上櫃,,RWSCCA
上櫃認購(售)權證,704226,聯亞統一92購01,TW19Z7042268,2019/06/18,上櫃,,RWSCCA
上櫃認購(售)權證,704230,泰博元大91購01,TW19Z7042300,2019/06/18,上櫃,,RWSCCA
上櫃認購(售)權證,704237,櫃200兆豐8C購01,TW19Z7042375,2019/07/01,上櫃,,RWICCE
上櫃認購(售)權證,704238,櫃200永昌8C購01,TW19Z7042383,2019/07/01,上櫃,,RWICCE
上櫃認購(售)權證,704239,櫃200永昌8C購02,TW19Z7042391,2019/07/01,上櫃,,RWICCE
上櫃認購(售)權證,704240,櫃200元富8C購01,TW19Z7042409,2019/07/01,上櫃,,RWICCE
上櫃認購(售)權證,704241,櫃200元富8C購02,TW19Z7042417,2019/07/01,上櫃,,RWICCE
上櫃認購(售)權證,704242,櫃200第一8C購01,TW19Z7042425,2019/07/01,上櫃,,RWICCE
上櫃認購(售)權證,704243,櫃200凱基8C購01,TW19Z7042433,2019/07/01,上櫃,,RWICCE
上櫃認購(售)權證,704244,櫃200群益8C購01,TW19Z7042441,2019/07/01,上櫃,,RWICCE
上櫃認購(售)權證,704248,神盾元大93購01,TW19Z7042482,2019/06/19,上櫃,,RWSCCA
上櫃認購(售)權證,704250,環球晶元大91購03,TW19Z7042508,2019/06/19,上櫃,,RWSCCA
上櫃認購(售)權證,704251,良維元富92購01,TW19Z7042516,2019/06/19,上櫃,,RWSCCA
上櫃認購(售)權證,704260,先豐國泰91購01,TW19Z7042607,2019/06/19,上櫃,,RWSCCA
上櫃認購(售)權證,704261,金可國泰91購01,TW19Z7042615,2019/06/19,上櫃,,RWSCCA
上櫃認購(售)權證,704262,雙鴻國泰91購04,TW19Z7042623,2019/06/19,上櫃,,RWSCCA
上櫃認購(售)權證,704263,碩禾凱基91購01,TW19Z7042631,2019/06/21,上櫃,,RWSCCA
上櫃認購(售)權證,704264,碩禾凱基91購02,TW19Z7042649,2019/06/24,上櫃,,RWSCCA
上櫃認購(售)權證,704266,六角國泰91購01,TW19Z7042664,2019/06/20,上櫃,,RWSCCA
上櫃認購(售)權證,704267,碩禾國泰92購01,TW19Z7042672,2019/06/21,上櫃,,RWSCCA
上櫃認購(售)權證,704269,環球晶富邦92購03,TW19Z7042698,2019/06/20,上櫃,,RWSCCA
上櫃認購(售)權證,704274,良維元大92購01,TW19Z7042748,2019/06/20,上櫃,,RWSCCA
上櫃認購(售)權證,704276,碩禾元大91購01,TW19Z7042763,2019/06/21,上櫃,,RWSCCA
上櫃認購(售)權證,704277,碩禾元大92購01,TW19Z7042771,2019/06/24,上櫃,,RWSCCA
上櫃認購(售)權證,704278,碩禾元大92購02,TW19Z7042789,2019/06/20,上櫃,,RWSCCA
上櫃認購(售)權證,704280,環球晶元大91購04,TW19Z7042805,2019/06/20,上櫃,,RWSCCA
上櫃認購(售)權證,704283,穩懋兆豐91購01,TW19Z7042839,2019/06/21,上櫃,,RWSCCA
上櫃認購(售)權證,704292,合晶元大91購01,TW19Z7042920,2019/06/21,上櫃,,RWSCCA
上櫃認購(售)權證,704294,昂寶元大92購01,TW19Z7042946,2019/06/21,上櫃,,RWSCCA
上櫃認購(售)權證,704297,環球晶元大91購05,TW19Z7042979,2019/06/21,上櫃,,RWSCCA
上櫃認購(售)權證,704298,雙鴻元大92購02,TW19Z7042987,2019/06/21,上櫃,,RWSCCA
上櫃認購(售)權證,704300,穩懋元大92購01,TW19Z7043001,2019/06/21,上櫃,,RWSCCA
上櫃認購(售)權證,704310,大宇資元大93購01,TW19Z7043100,2019/06/24,上櫃,,RWSCCA
上櫃認購(售)權證,704312,宣德元大92購01,TW19Z7043126,2019/06/24,上櫃,,RWSCCA
上櫃認購(售)權證,704320,環球晶中信92購02,TW19Z7043209,2019/06/25,上櫃,,RWSCCE
上櫃認購(售)權證,704321,網龍凱基8C購02,TW19Z7043217,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704322,雙鴻凱基93購01,TW19Z7043225,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704323,環球晶統一8C購09,TW19Z7043233,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704324,大江元大8C購04,TW19Z7043241,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704325,元太元大8C購03,TW19Z7043258,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704326,信驊元大8C購01,TW19Z7043266,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704327,鈊象元大8C購04,TW19Z7043274,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704328,三貝德永豐8C購01,TW19Z7043282,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704329,六角永豐8C購01,TW19Z7043290,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704330,台燿永豐8C購01,TW19Z7043308,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704331,信昌電永豐8C購02,TW19Z7043316,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704332,雙鴻永豐91購01,TW19Z7043324,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704333,中美晶富邦8C購01,TW19Z7043332,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704334,由田群益8C購01,TW19Z7043340,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704335,環球晶群益8C購08,TW19Z7043357,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704336,穩懋群益8C購05,TW19Z7043365,2019/06/25,上櫃,,RWSCCA
上櫃認購(售)權證,704337,旺矽凱基8C購01,TW19Z7043373,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704338,碩禾凱基91購03,TW19Z7043381,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704339,環球晶凱基8C購08,TW19Z7043399,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704340,環球晶凱基8C購09,TW19Z7043407,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704341,森鉅永豐8C購01,TW19Z7043415,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704342,華研永豐8C購01,TW19Z7043423,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704343,廣明永豐8C購01,TW19Z7043431,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704344,鈊象國泰91購01,TW19Z7043449,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704345,聖暉元大8C購01,TW19Z7043456,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704346,元太群益8C購02,TW19Z7043464,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704347,台半群益8C購02,TW19Z7043472,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704348,昂寶群益8C購02,TW19Z7043480,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704349,環球晶群益91購02,TW19Z7043498,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704350,先豐元富8C購01,TW19Z7043506,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704351,西柏元富8C購01,TW19Z7043514,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704352,宜鼎元富8C購01,TW19Z7043522,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704353,神盾元富8C購01,TW19Z7043530,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704354,高技元富8C購01,TW19Z7043548,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704355,晶焱元富8C購01,TW19Z7043555,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704356,緯軟元富8C購01,TW19Z7043563,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704357,雙美元富8C購01,TW19Z7043571,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704358,鈊象元富8C購01,TW19Z7043589,2019/06/26,上櫃,,RWSCCA
上櫃認購(售)權證,704359,大江凱基8C購01,TW19Z7043597,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704360,元太凱基8C購01,TW19Z7043605,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704361,合晶凱基8C購02,TW19Z7043613,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704362,聖暉凱基8C購01,TW19Z7043621,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704363,緯軟凱基91購01,TW19Z7043639,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704364,環球晶凱基8C購12,TW19Z7043647,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704365,鈊象凱基8C購04,TW19Z7043654,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704366,大中元富8C購01,TW19Z7043662,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704367,中美晶台新8C購01,TW19Z7043670,2019/06/27,上櫃,,RWSCCE
上櫃認購(售)權證,704368,穩懋台新8C購01,TW19Z7043688,2019/06/27,上櫃,,RWSCCE
上櫃認購(售)權證,704369,大江元大91購02,TW19Z7043696,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704370,先豐元大91購01,TW19Z7043704,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704371,合晶元大91購02,TW19Z7043712,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704372,杰力元大8C購02,TW19Z7043720,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704373,泰博元大8C購02,TW19Z7043738,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704374,晶焱元大92購01,TW19Z7043746,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704375,頎邦元大91購02,TW19Z7043753,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704376,中美晶國票8C購01,TW19Z7043761,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704377,信昌電國票8C購01,TW19Z7043779,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704378,杰力永豐8C購01,TW19Z7043787,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704379,穩懋國泰91購02,TW19Z7043795,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704380,合晶兆豐8C購01,TW19Z7043803,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704381,穩懋兆豐8C購03,TW19Z7043811,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704382,環球晶群益8C購09,TW19Z7043829,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704383,聯亞群益8C購03,TW19Z7043837,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704384,穩懋群益91購02,TW19Z7043845,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704385,頎邦群益8C購06,TW19Z7043852,2019/06/27,上櫃,,RWSCCA
上櫃認購(售)權證,704386,杰力凱基91購01,TW19Z7043860,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704387,群聯凱基8C購01,TW19Z7043878,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704388,榮剛凱基8C購01,TW19Z7043886,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704389,環球晶凱基8C購13,TW19Z7043894,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704390,三貝德元大93購01,TW19Z7043902,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704391,碩禾元大93購01,TW19Z7043910,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704392,環球晶元大8C購19,TW19Z7043928,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704393,環球晶元富8C購02,TW19Z7043936,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704394,聯亞元富8C購01,TW19Z7043944,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704395,合晶台新8C購02,TW19Z7043951,2019/06/28,上櫃,,RWSCCE
上櫃認購(售)權證,704396,昇達科第一8C購01,TW19Z7043969,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704397,良維永豐8C購01,TW19Z7043977,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704398,原相永豐8C購03,TW19Z7043985,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704399,聚積永豐8C購02,TW19Z7043993,2019/06/28,上櫃,,RWSCCA
上櫃認購(售)權證,704400,穩懋永豐8C購02,TW19Z7044009,2019/06/28,上櫃,,RWSCCA
